window_end_date,disease,province,split,forecast_start,forecast_end
1947-02-02,whooping-cough,CA-AB,train,1947-02-09,1947-03-30
1947-02-09,whooping-cough,CA-AB,train,1947-02-16,1947-04-06
1947-02-16,whooping-cough,CA-AB,train,1947-02-23,1947-04-13
1947-02-23,whooping-cough,CA-AB,train,1947-03-02,1947-04-20
1947-03-02,whooping-cough,CA-AB,train,1947-03-09,1947-04-27
1947-03-09,whooping-cough,CA-AB,train,1947-03-16,1947-05-04
1947-03-16,whooping-cough,CA-AB,train,1947-03-23,1947-05-11
1947-03-23,whooping-cough,CA-AB,train,1947-03-30,1947-05-18
1947-03-30,whooping-cough,CA-AB,train,1947-04-06,1947-05-25
1947-04-06,whooping-cough,CA-AB,train,1947-04-13,1947-06-01
1947-04-13,whooping-cough,CA-AB,train,1947-04-20,1947-06-08
1947-04-20,whooping-cough,CA-AB,train,1947-04-27,1947-06-15
1947-04-27,whooping-cough,CA-AB,train,1947-05-04,1947-06-22
1947-05-04,whooping-cough,CA-AB,train,1947-05-11,1947-06-29
1947-05-11,whooping-cough,CA-AB,train,1947-05-18,1947-07-06
1947-05-18,whooping-cough,CA-AB,train,1947-05-25,1947-07-13
1947-05-25,whooping-cough,CA-AB,train,1947-06-01,1947-07-20
1947-06-01,whooping-cough,CA-AB,train,1947-06-08,1947-07-27
1947-06-08,whooping-cough,CA-AB,train,1947-06-15,1947-08-03
1947-06-15,whooping-cough,CA-AB,train,1947-06-22,1947-08-10
1947-06-22,whooping-cough,CA-AB,train,1947-06-29,1947-08-17
1947-06-29,whooping-cough,CA-AB,train,1947-07-06,1947-08-24
1947-07-06,whooping-cough,CA-AB,train,1947-07-13,1947-08-31
1947-07-13,whooping-cough,CA-AB,train,1947-07-20,1947-09-07
1947-07-20,whooping-cough,CA-AB,train,1947-07-27,1947-09-14
1947-07-27,whooping-cough,CA-AB,train,1947-08-03,1947-09-21
1947-08-03,whooping-cough,CA-AB,train,1947-08-10,1947-09-28
1947-08-10,whooping-cough,CA-AB,train,1947-08-17,1947-10-05
1947-08-17,whooping-cough,CA-AB,train,1947-08-24,1947-10-12
1947-08-24,whooping-cough,CA-AB,train,1947-08-31,1947-10-19
1947-08-31,whooping-cough,CA-AB,train,1947-09-07,1947-10-26
1947-09-07,whooping-cough,CA-AB,train,1947-09-14,1947-11-02
1947-09-14,whooping-cough,CA-AB,train,1947-09-21,1947-11-09
1947-09-21,whooping-cough,CA-AB,train,1947-09-28,1947-11-16
1947-09-28,whooping-cough,CA-AB,train,1947-10-05,1947-11-23
1947-10-05,whooping-cough,CA-AB,train,1947-10-12,1947-11-30
1947-10-12,whooping-cough,CA-AB,train,1947-10-19,1947-12-07
1947-10-19,whooping-cough,CA-AB,train,1947-10-26,1947-12-14
1947-10-26,whooping-cough,CA-AB,train,1947-11-02,1947-12-21
1947-11-02,whooping-cough,CA-AB,train,1947-11-09,1947-12-28
1947-11-09,whooping-cough,CA-AB,train,1947-11-16,1948-01-04
1947-11-16,whooping-cough,CA-AB,train,1947-11-23,1948-01-11
1947-11-23,whooping-cough,CA-AB,train,1947-11-30,1948-01-18
1947-11-30,whooping-cough,CA-AB,train,1947-12-07,1948-01-25
1947-12-07,whooping-cough,CA-AB,train,1947-12-14,1948-02-01
1947-12-14,whooping-cough,CA-AB,train,1947-12-21,1948-02-08
1947-12-21,whooping-cough,CA-AB,train,1947-12-28,1948-02-15
1947-12-28,whooping-cough,CA-AB,train,1948-01-04,1948-02-22
1948-01-04,whooping-cough,CA-AB,train,1948-01-11,1948-02-29
1948-01-11,whooping-cough,CA-AB,train,1948-01-18,1948-03-07
1948-01-18,whooping-cough,CA-AB,train,1948-01-25,1948-03-14
1948-01-25,whooping-cough,CA-AB,train,1948-02-01,1948-03-21
1948-02-01,whooping-cough,CA-AB,train,1948-02-08,1948-03-28
1948-02-08,whooping-cough,CA-AB,train,1948-02-15,1948-04-04
1948-02-15,whooping-cough,CA-AB,train,1948-02-22,1948-04-11
1948-02-22,whooping-cough,CA-AB,train,1948-02-29,1948-04-18
1948-02-29,whooping-cough,CA-AB,train,1948-03-07,1948-04-25
1948-03-07,whooping-cough,CA-AB,train,1948-03-14,1948-05-02
1948-03-14,whooping-cough,CA-AB,train,1948-03-21,1948-05-09
1948-03-21,whooping-cough,CA-AB,train,1948-03-28,1948-05-16
1948-03-28,whooping-cough,CA-AB,train,1948-04-04,1948-05-23
1948-04-04,whooping-cough,CA-AB,train,1948-04-11,1948-05-30
1948-04-11,whooping-cough,CA-AB,train,1948-04-18,1948-06-06
1948-04-18,whooping-cough,CA-AB,train,1948-04-25,1948-06-13
1948-04-25,whooping-cough,CA-AB,train,1948-05-02,1948-06-20
1948-05-02,whooping-cough,CA-AB,train,1948-05-09,1948-06-27
1948-05-09,whooping-cough,CA-AB,train,1948-05-16,1948-07-04
1948-05-16,whooping-cough,CA-AB,train,1948-05-23,1948-07-11
1948-05-23,whooping-cough,CA-AB,train,1948-05-30,1948-07-18
1948-05-30,whooping-cough,CA-AB,train,1948-06-06,1948-07-25
1948-06-06,whooping-cough,CA-AB,train,1948-06-13,1948-08-01
1948-06-13,whooping-cough,CA-AB,train,1948-06-20,1948-08-08
1948-06-20,whooping-cough,CA-AB,train,1948-06-27,1948-08-15
1948-06-27,whooping-cough,CA-AB,train,1948-07-04,1948-08-22
1948-07-04,whooping-cough,CA-AB,train,1948-07-11,1948-08-29
1948-07-11,whooping-cough,CA-AB,train,1948-07-18,1948-09-05
1948-07-18,whooping-cough,CA-AB,train,1948-07-25,1948-09-12
1948-07-25,whooping-cough,CA-AB,train,1948-08-01,1948-09-19
1948-08-01,whooping-cough,CA-AB,train,1948-08-08,1948-09-26
1948-08-08,whooping-cough,CA-AB,train,1948-08-15,1948-10-03
1948-08-15,whooping-cough,CA-AB,train,1948-08-22,1948-10-10
1948-08-22,whooping-cough,CA-AB,train,1948-08-29,1948-10-17
1948-08-29,whooping-cough,CA-AB,train,1948-09-05,1948-10-24
1948-09-05,whooping-cough,CA-AB,train,1948-09-12,1948-10-31
1948-09-12,whooping-cough,CA-AB,train,1948-09-19,1948-11-07
1948-09-19,whooping-cough,CA-AB,train,1948-09-26,1948-11-14
1948-09-26,whooping-cough,CA-AB,train,1948-10-03,1948-11-21
1948-10-03,whooping-cough,CA-AB,train,1948-10-10,1948-11-28
1948-10-10,whooping-cough,CA-AB,train,1948-10-17,1948-12-05
1948-10-17,whooping-cough,CA-AB,train,1948-10-24,1948-12-12
1948-10-24,whooping-cough,CA-AB,train,1948-10-31,1948-12-19
1948-10-31,whooping-cough,CA-AB,train,1948-11-07,1948-12-26
1948-11-07,whooping-cough,CA-AB,train,1948-11-14,1949-01-02
1948-11-14,whooping-cough,CA-AB,train,1948-11-21,1949-01-09
1948-11-21,whooping-cough,CA-AB,train,1948-11-28,1949-01-16
1948-11-28,whooping-cough,CA-AB,train,1948-12-05,1949-01-23
1948-12-05,whooping-cough,CA-AB,train,1948-12-12,1949-01-30
1948-12-12,whooping-cough,CA-AB,train,1948-12-19,1949-02-06
1948-12-19,whooping-cough,CA-AB,train,1948-12-26,1949-02-13
1948-12-26,whooping-cough,CA-AB,train,1949-01-02,1949-02-20
1949-01-02,whooping-cough,CA-AB,train,1949-01-09,1949-02-27
1949-01-09,whooping-cough,CA-AB,train,1949-01-16,1949-03-06
1949-01-16,whooping-cough,CA-AB,train,1949-01-23,1949-03-13
1949-01-23,whooping-cough,CA-AB,train,1949-01-30,1949-03-20
1949-01-30,whooping-cough,CA-AB,train,1949-02-06,1949-03-27
1949-02-06,whooping-cough,CA-AB,train,1949-02-13,1949-04-03
1949-02-13,whooping-cough,CA-AB,train,1949-02-20,1949-04-10
1949-02-20,whooping-cough,CA-AB,train,1949-02-27,1949-04-17
1949-02-27,whooping-cough,CA-AB,train,1949-03-06,1949-04-24
1949-03-06,whooping-cough,CA-AB,train,1949-03-13,1949-05-01
1949-03-13,whooping-cough,CA-AB,train,1949-03-20,1949-05-08
1949-03-20,whooping-cough,CA-AB,train,1949-03-27,1949-05-15
1949-03-27,whooping-cough,CA-AB,train,1949-04-03,1949-05-22
1949-04-03,whooping-cough,CA-AB,train,1949-04-10,1949-05-29
1949-04-10,whooping-cough,CA-AB,train,1949-04-17,1949-06-05
1949-04-17,whooping-cough,CA-AB,train,1949-04-24,1949-06-12
1949-04-24,whooping-cough,CA-AB,train,1949-05-01,1949-06-19
1949-05-01,whooping-cough,CA-AB,train,1949-05-08,1949-06-26
1949-05-08,whooping-cough,CA-AB,train,1949-05-15,1949-07-03
1949-05-15,whooping-cough,CA-AB,train,1949-05-22,1949-07-10
1949-05-22,whooping-cough,CA-AB,train,1949-05-29,1949-07-17
1949-05-29,whooping-cough,CA-AB,train,1949-06-05,1949-07-24
1949-06-05,whooping-cough,CA-AB,train,1949-06-12,1949-07-31
1949-06-12,whooping-cough,CA-AB,train,1949-06-19,1949-08-07
1949-06-19,whooping-cough,CA-AB,train,1949-06-26,1949-08-14
1949-06-26,whooping-cough,CA-AB,train,1949-07-03,1949-08-21
1949-07-03,whooping-cough,CA-AB,train,1949-07-10,1949-08-28
1949-07-10,whooping-cough,CA-AB,train,1949-07-17,1949-09-04
1949-07-17,whooping-cough,CA-AB,train,1949-07-24,1949-09-11
1949-07-24,whooping-cough,CA-AB,train,1949-07-31,1949-09-18
1949-07-31,whooping-cough,CA-AB,train,1949-08-07,1949-09-25
1949-08-07,whooping-cough,CA-AB,train,1949-08-14,1949-10-02
1949-08-14,whooping-cough,CA-AB,train,1949-08-21,1949-10-09
1949-08-21,whooping-cough,CA-AB,train,1949-08-28,1949-10-16
1949-08-28,whooping-cough,CA-AB,train,1949-09-04,1949-10-23
1949-09-04,whooping-cough,CA-AB,train,1949-09-11,1949-10-30
1949-09-11,whooping-cough,CA-AB,train,1949-09-18,1949-11-06
1949-09-18,whooping-cough,CA-AB,train,1949-09-25,1949-11-13
1949-09-25,whooping-cough,CA-AB,train,1949-10-02,1949-11-20
1949-10-02,whooping-cough,CA-AB,train,1949-10-09,1949-11-27
1949-10-09,whooping-cough,CA-AB,train,1949-10-16,1949-12-04
1949-10-16,whooping-cough,CA-AB,train,1949-10-23,1949-12-11
1949-10-23,whooping-cough,CA-AB,train,1949-10-30,1949-12-18
1949-10-30,whooping-cough,CA-AB,train,1949-11-06,1949-12-25
1949-11-06,whooping-cough,CA-AB,train,1949-11-13,1950-01-01
1949-11-13,whooping-cough,CA-AB,train,1949-11-20,1950-01-08
1949-11-20,whooping-cough,CA-AB,train,1949-11-27,1950-01-15
1949-11-27,whooping-cough,CA-AB,train,1949-12-04,1950-01-22
1949-12-04,whooping-cough,CA-AB,train,1949-12-11,1950-01-29
1949-12-11,whooping-cough,CA-AB,train,1949-12-18,1950-02-05
1949-12-18,whooping-cough,CA-AB,train,1949-12-25,1950-02-12
1949-12-25,whooping-cough,CA-AB,train,1950-01-01,1950-02-19
1950-01-01,whooping-cough,CA-AB,train,1950-01-08,1950-02-26
1950-01-08,whooping-cough,CA-AB,train,1950-01-15,1950-03-05
1950-01-15,whooping-cough,CA-AB,train,1950-01-22,1950-03-12
1950-01-22,whooping-cough,CA-AB,train,1950-01-29,1950-03-19
1950-01-29,whooping-cough,CA-AB,train,1950-02-05,1950-03-26
1950-02-05,whooping-cough,CA-AB,train,1950-02-12,1950-04-02
1950-02-12,whooping-cough,CA-AB,train,1950-02-19,1950-04-09
1950-02-19,whooping-cough,CA-AB,train,1950-02-26,1950-04-16
1950-02-26,whooping-cough,CA-AB,train,1950-03-05,1950-04-23
1950-03-05,whooping-cough,CA-AB,train,1950-03-12,1950-04-30
1950-03-12,whooping-cough,CA-AB,train,1950-03-19,1950-05-07
1950-03-19,whooping-cough,CA-AB,train,1950-03-26,1950-05-14
1950-03-26,whooping-cough,CA-AB,train,1950-04-02,1950-05-21
1950-04-02,whooping-cough,CA-AB,train,1950-04-09,1950-05-28
1950-04-09,whooping-cough,CA-AB,train,1950-04-16,1950-06-04
1950-04-16,whooping-cough,CA-AB,train,1950-04-23,1950-06-11
1950-04-23,whooping-cough,CA-AB,train,1950-04-30,1950-06-18
1950-04-30,whooping-cough,CA-AB,train,1950-05-07,1950-06-25
1950-05-07,whooping-cough,CA-AB,train,1950-05-14,1950-07-02
1950-05-14,whooping-cough,CA-AB,train,1950-05-21,1950-07-09
1950-05-21,whooping-cough,CA-AB,train,1950-05-28,1950-07-16
1950-05-28,whooping-cough,CA-AB,train,1950-06-04,1950-07-23
1950-06-04,whooping-cough,CA-AB,train,1950-06-11,1950-07-30
1950-06-11,whooping-cough,CA-AB,train,1950-06-18,1950-08-06
1950-06-18,whooping-cough,CA-AB,train,1950-06-25,1950-08-13
1950-06-25,whooping-cough,CA-AB,train,1950-07-02,1950-08-20
1950-07-02,whooping-cough,CA-AB,train,1950-07-09,1950-08-27
1950-07-09,whooping-cough,CA-AB,train,1950-07-16,1950-09-03
1950-07-16,whooping-cough,CA-AB,train,1950-07-23,1950-09-10
1950-07-23,whooping-cough,CA-AB,train,1950-07-30,1950-09-17
1950-07-30,whooping-cough,CA-AB,train,1950-08-06,1950-09-24
1950-08-06,whooping-cough,CA-AB,train,1950-08-13,1950-10-01
1950-08-13,whooping-cough,CA-AB,train,1950-08-20,1950-10-08
1950-08-20,whooping-cough,CA-AB,train,1950-08-27,1950-10-15
1950-08-27,whooping-cough,CA-AB,train,1950-09-03,1950-10-22
1950-09-03,whooping-cough,CA-AB,train,1950-09-10,1950-10-29
1950-09-10,whooping-cough,CA-AB,train,1950-09-17,1950-11-05
1950-09-17,whooping-cough,CA-AB,train,1950-09-24,1950-11-12
1950-09-24,whooping-cough,CA-AB,train,1950-10-01,1950-11-19
1950-10-01,whooping-cough,CA-AB,train,1950-10-08,1950-11-26
1950-10-08,whooping-cough,CA-AB,train,1950-10-15,1950-12-03
1950-10-15,whooping-cough,CA-AB,train,1950-10-22,1950-12-10
1950-10-22,whooping-cough,CA-AB,train,1950-10-29,1950-12-17
1950-10-29,whooping-cough,CA-AB,train,1950-11-05,1950-12-24
1950-11-05,whooping-cough,CA-AB,train,1950-11-12,1950-12-31
1950-11-12,whooping-cough,CA-AB,train,1950-11-19,1951-01-07
1950-11-19,whooping-cough,CA-AB,train,1950-11-26,1951-01-14
1950-11-26,whooping-cough,CA-AB,train,1950-12-03,1951-01-21
1950-12-03,whooping-cough,CA-AB,train,1950-12-10,1951-01-28
1950-12-10,whooping-cough,CA-AB,train,1950-12-17,1951-02-04
1950-12-17,whooping-cough,CA-AB,train,1950-12-24,1951-02-11
1950-12-24,whooping-cough,CA-AB,train,1950-12-31,1951-02-18
1950-12-31,whooping-cough,CA-AB,train,1951-01-07,1951-02-25
1951-01-07,whooping-cough,CA-AB,train,1951-01-14,1951-03-04
1951-01-14,whooping-cough,CA-AB,train,1951-01-21,1951-03-11
1951-01-21,whooping-cough,CA-AB,train,1951-01-28,1951-03-18
1951-01-28,whooping-cough,CA-AB,train,1951-02-04,1951-03-25
1951-02-04,whooping-cough,CA-AB,train,1951-02-11,1951-04-01
1951-02-11,whooping-cough,CA-AB,train,1951-02-18,1951-04-08
1951-02-18,whooping-cough,CA-AB,train,1951-02-25,1951-04-15
1951-02-25,whooping-cough,CA-AB,train,1951-03-04,1951-04-22
1951-03-04,whooping-cough,CA-AB,train,1951-03-11,1951-04-29
1951-03-11,whooping-cough,CA-AB,train,1951-03-18,1951-05-06
1951-03-18,whooping-cough,CA-AB,train,1951-03-25,1951-05-13
1951-03-25,whooping-cough,CA-AB,train,1951-04-01,1951-05-20
1951-04-01,whooping-cough,CA-AB,train,1951-04-08,1951-05-27
1951-04-08,whooping-cough,CA-AB,train,1951-04-15,1951-06-03
1951-04-15,whooping-cough,CA-AB,train,1951-04-22,1951-06-10
1951-04-22,whooping-cough,CA-AB,train,1951-04-29,1951-06-17
1951-04-29,whooping-cough,CA-AB,train,1951-05-06,1951-06-24
1951-05-06,whooping-cough,CA-AB,train,1951-05-13,1951-07-01
1951-05-13,whooping-cough,CA-AB,train,1951-05-20,1951-07-08
1951-05-20,whooping-cough,CA-AB,train,1951-05-27,1951-07-15
1951-05-27,whooping-cough,CA-AB,train,1951-06-03,1951-07-22
1951-06-03,whooping-cough,CA-AB,train,1951-06-10,1951-07-29
1951-06-10,whooping-cough,CA-AB,train,1951-06-17,1951-08-05
1951-06-17,whooping-cough,CA-AB,train,1951-06-24,1951-08-12
1951-06-24,whooping-cough,CA-AB,train,1951-07-01,1951-08-19
1951-07-01,whooping-cough,CA-AB,train,1951-07-08,1951-08-26
1951-07-08,whooping-cough,CA-AB,train,1951-07-15,1951-09-02
1951-07-15,whooping-cough,CA-AB,train,1951-07-22,1951-09-09
1951-07-22,whooping-cough,CA-AB,train,1951-07-29,1951-09-16
1951-07-29,whooping-cough,CA-AB,train,1951-08-05,1951-09-23
1951-08-05,whooping-cough,CA-AB,train,1951-08-12,1951-09-30
1951-08-12,whooping-cough,CA-AB,train,1951-08-19,1951-10-07
1951-08-19,whooping-cough,CA-AB,train,1951-08-26,1951-10-14
1951-08-26,whooping-cough,CA-AB,train,1951-09-02,1951-10-21
1951-09-02,whooping-cough,CA-AB,train,1951-09-09,1951-10-28
1951-09-09,whooping-cough,CA-AB,train,1951-09-16,1951-11-04
1951-09-16,whooping-cough,CA-AB,train,1951-09-23,1951-11-11
1951-09-23,whooping-cough,CA-AB,train,1951-09-30,1951-11-18
1951-09-30,whooping-cough,CA-AB,train,1951-10-07,1951-11-25
1951-10-07,whooping-cough,CA-AB,train,1951-10-14,1951-12-02
1951-10-14,whooping-cough,CA-AB,train,1951-10-21,1951-12-09
1951-10-21,whooping-cough,CA-AB,train,1951-10-28,1951-12-16
1951-10-28,whooping-cough,CA-AB,train,1951-11-04,1951-12-23
1951-11-04,whooping-cough,CA-AB,train,1951-11-11,1951-12-30
1951-11-11,whooping-cough,CA-AB,train,1951-11-18,1952-01-06
1951-11-18,whooping-cough,CA-AB,train,1951-11-25,1952-01-13
1951-11-25,whooping-cough,CA-AB,train,1951-12-02,1952-01-20
1951-12-02,whooping-cough,CA-AB,train,1951-12-09,1952-01-27
1951-12-09,whooping-cough,CA-AB,train,1951-12-16,1952-02-03
1951-12-16,whooping-cough,CA-AB,train,1951-12-23,1952-02-10
1951-12-23,whooping-cough,CA-AB,train,1951-12-30,1952-02-17
1951-12-30,whooping-cough,CA-AB,train,1952-01-06,1952-02-24
1952-01-06,whooping-cough,CA-AB,train,1952-01-13,1952-03-02
1952-01-13,whooping-cough,CA-AB,train,1952-01-20,1952-03-09
1952-01-20,whooping-cough,CA-AB,train,1952-01-27,1952-03-16
1952-01-27,whooping-cough,CA-AB,train,1952-02-03,1952-03-23
1952-02-03,whooping-cough,CA-AB,train,1952-02-10,1952-03-30
1952-02-10,whooping-cough,CA-AB,train,1952-02-17,1952-04-06
1952-02-17,whooping-cough,CA-AB,train,1952-02-24,1952-04-13
1952-02-24,whooping-cough,CA-AB,train,1952-03-02,1952-04-20
1952-03-02,whooping-cough,CA-AB,train,1952-03-09,1952-04-27
1952-03-09,whooping-cough,CA-AB,train,1952-03-16,1952-05-04
1952-03-16,whooping-cough,CA-AB,train,1952-03-23,1952-05-11
1952-03-23,whooping-cough,CA-AB,train,1952-03-30,1952-05-18
1952-03-30,whooping-cough,CA-AB,train,1952-04-06,1952-05-25
1952-04-06,whooping-cough,CA-AB,train,1952-04-13,1952-06-01
1952-04-13,whooping-cough,CA-AB,train,1952-04-20,1952-06-08
1952-04-20,whooping-cough,CA-AB,train,1952-04-27,1952-06-15
1952-04-27,whooping-cough,CA-AB,train,1952-05-04,1952-06-22
1952-05-04,whooping-cough,CA-AB,train,1952-05-11,1952-06-29
1952-05-11,whooping-cough,CA-AB,train,1952-05-18,1952-07-06
1952-05-18,whooping-cough,CA-AB,train,1952-05-25,1952-07-13
1952-05-25,whooping-cough,CA-AB,train,1952-06-01,1952-07-20
1952-06-01,whooping-cough,CA-AB,train,1952-06-08,1952-07-27
1952-06-08,whooping-cough,CA-AB,train,1952-06-15,1952-08-03
1952-06-15,whooping-cough,CA-AB,train,1952-06-22,1952-08-10
1952-06-22,whooping-cough,CA-AB,train,1952-06-29,1952-08-17
1952-06-29,whooping-cough,CA-AB,train,1952-07-06,1952-08-24
1952-07-06,whooping-cough,CA-AB,train,1952-07-13,1952-08-31
1952-07-13,whooping-cough,CA-AB,train,1952-07-20,1952-09-07
1952-07-20,whooping-cough,CA-AB,train,1952-07-27,1952-09-14
1952-07-27,whooping-cough,CA-AB,train,1952-08-03,1952-09-21
1952-08-03,whooping-cough,CA-AB,train,1952-08-10,1952-09-28
1952-08-10,whooping-cough,CA-AB,train,1952-08-17,1952-10-05
1952-08-17,whooping-cough,CA-AB,train,1952-08-24,1952-10-12
1952-08-24,whooping-cough,CA-AB,train,1952-08-31,1952-10-19
1952-08-31,whooping-cough,CA-AB,train,1952-09-07,1952-10-26
1952-09-07,whooping-cough,CA-AB,train,1952-09-14,1952-11-02
1952-09-14,whooping-cough,CA-AB,train,1952-09-21,1952-11-09
1952-09-21,whooping-cough,CA-AB,train,1952-09-28,1952-11-16
1952-09-28,whooping-cough,CA-AB,train,1952-10-05,1952-11-23
1952-10-05,whooping-cough,CA-AB,train,1952-10-12,1952-11-30
1952-10-12,whooping-cough,CA-AB,train,1952-10-19,1952-12-07
1952-10-19,whooping-cough,CA-AB,train,1952-10-26,1952-12-14
1952-10-26,whooping-cough,CA-AB,train,1952-11-02,1952-12-21
1952-11-02,whooping-cough,CA-AB,train,1952-11-09,1952-12-28
1952-11-09,whooping-cough,CA-AB,train,1952-11-16,1953-01-04
1952-11-16,whooping-cough,CA-AB,train,1952-11-23,1953-01-11
1952-11-23,whooping-cough,CA-AB,train,1952-11-30,1953-01-18
1952-11-30,whooping-cough,CA-AB,train,1952-12-07,1953-01-25
1952-12-07,whooping-cough,CA-AB,train,1952-12-14,1953-02-01
1952-12-14,whooping-cough,CA-AB,train,1952-12-21,1953-02-08
1952-12-21,whooping-cough,CA-AB,train,1952-12-28,1953-02-15
1952-12-28,whooping-cough,CA-AB,train,1953-01-04,1953-02-22
1953-01-04,whooping-cough,CA-AB,train,1953-01-11,1953-03-01
1953-01-11,whooping-cough,CA-AB,train,1953-01-18,1953-03-08
1953-01-18,whooping-cough,CA-AB,train,1953-01-25,1953-03-15
1953-01-25,whooping-cough,CA-AB,train,1953-02-01,1953-03-22
1953-02-01,whooping-cough,CA-AB,train,1953-02-08,1953-03-29
1953-02-08,whooping-cough,CA-AB,train,1953-02-15,1953-04-05
1953-02-15,whooping-cough,CA-AB,train,1953-02-22,1953-04-12
1953-02-22,whooping-cough,CA-AB,train,1953-03-01,1953-04-19
1953-03-01,whooping-cough,CA-AB,train,1953-03-08,1953-04-26
1953-03-08,whooping-cough,CA-AB,train,1953-03-15,1953-05-03
1953-03-15,whooping-cough,CA-AB,train,1953-03-22,1953-05-10
1953-03-22,whooping-cough,CA-AB,train,1953-03-29,1953-05-17
1953-03-29,whooping-cough,CA-AB,train,1953-04-05,1953-05-24
1953-04-05,whooping-cough,CA-AB,train,1953-04-12,1953-05-31
1953-04-12,whooping-cough,CA-AB,train,1953-04-19,1953-06-07
1953-04-19,whooping-cough,CA-AB,train,1953-04-26,1953-06-14
1953-04-26,whooping-cough,CA-AB,train,1953-05-03,1953-06-21
1953-05-03,whooping-cough,CA-AB,train,1953-05-10,1953-06-28
1953-05-10,whooping-cough,CA-AB,train,1953-05-17,1953-07-05
1953-05-17,whooping-cough,CA-AB,train,1953-05-24,1953-07-12
1953-05-24,whooping-cough,CA-AB,train,1953-05-31,1953-07-19
1953-05-31,whooping-cough,CA-AB,train,1953-06-07,1953-07-26
1953-06-07,whooping-cough,CA-AB,train,1953-06-14,1953-08-02
1953-06-14,whooping-cough,CA-AB,train,1953-06-21,1953-08-09
1953-06-21,whooping-cough,CA-AB,train,1953-06-28,1953-08-16
1953-06-28,whooping-cough,CA-AB,train,1953-07-05,1953-08-23
1953-07-05,whooping-cough,CA-AB,train,1953-07-12,1953-08-30
1953-07-12,whooping-cough,CA-AB,train,1953-07-19,1953-09-06
1953-07-19,whooping-cough,CA-AB,train,1953-07-26,1953-09-13
1953-07-26,whooping-cough,CA-AB,train,1953-08-02,1953-09-20
1953-08-02,whooping-cough,CA-AB,train,1953-08-09,1953-09-27
1953-08-09,whooping-cough,CA-AB,train,1953-08-16,1953-10-04
1953-08-16,whooping-cough,CA-AB,train,1953-08-23,1953-10-11
1953-08-23,whooping-cough,CA-AB,train,1953-08-30,1953-10-18
1953-08-30,whooping-cough,CA-AB,train,1953-09-06,1953-10-25
1953-09-06,whooping-cough,CA-AB,train,1953-09-13,1953-11-01
1953-09-13,whooping-cough,CA-AB,train,1953-09-20,1953-11-08
1953-09-20,whooping-cough,CA-AB,train,1953-09-27,1953-11-15
1953-09-27,whooping-cough,CA-AB,train,1953-10-04,1953-11-22
1953-10-04,whooping-cough,CA-AB,train,1953-10-11,1953-11-29
1953-10-11,whooping-cough,CA-AB,train,1953-10-18,1953-12-06
1953-10-18,whooping-cough,CA-AB,train,1953-10-25,1953-12-13
1953-10-25,whooping-cough,CA-AB,train,1953-11-01,1953-12-20
1953-11-01,whooping-cough,CA-AB,train,1953-11-08,1953-12-27
1953-11-08,whooping-cough,CA-AB,train,1953-11-15,1954-01-03
1953-11-15,whooping-cough,CA-AB,train,1953-11-22,1954-01-10
1953-11-22,whooping-cough,CA-AB,train,1953-11-29,1954-01-17
1953-11-29,whooping-cough,CA-AB,train,1953-12-06,1954-01-24
1953-12-06,whooping-cough,CA-AB,train,1953-12-13,1954-01-31
1953-12-13,whooping-cough,CA-AB,train,1953-12-20,1954-02-07
1953-12-20,whooping-cough,CA-AB,train,1953-12-27,1954-02-14
1953-12-27,whooping-cough,CA-AB,train,1954-01-03,1954-02-21
1954-01-03,whooping-cough,CA-AB,train,1954-01-10,1954-02-28
1954-01-10,whooping-cough,CA-AB,train,1954-01-17,1954-03-07
1954-01-17,whooping-cough,CA-AB,train,1954-01-24,1954-03-14
1954-01-24,whooping-cough,CA-AB,train,1954-01-31,1954-03-21
1954-01-31,whooping-cough,CA-AB,train,1954-02-07,1954-03-28
1954-02-07,whooping-cough,CA-AB,train,1954-02-14,1954-04-04
1954-02-14,whooping-cough,CA-AB,train,1954-02-21,1954-04-11
1954-02-21,whooping-cough,CA-AB,train,1954-02-28,1954-04-18
1954-02-28,whooping-cough,CA-AB,train,1954-03-07,1954-04-25
1954-03-07,whooping-cough,CA-AB,train,1954-03-14,1954-05-02
1954-03-14,whooping-cough,CA-AB,train,1954-03-21,1954-05-09
1954-03-21,whooping-cough,CA-AB,train,1954-03-28,1954-05-16
1954-03-28,whooping-cough,CA-AB,train,1954-04-04,1954-05-23
1954-04-04,whooping-cough,CA-AB,train,1954-04-11,1954-05-30
1954-04-11,whooping-cough,CA-AB,train,1954-04-18,1954-06-06
1954-04-18,whooping-cough,CA-AB,train,1954-04-25,1954-06-13
1954-04-25,whooping-cough,CA-AB,train,1954-05-02,1954-06-20
1954-05-02,whooping-cough,CA-AB,train,1954-05-09,1954-06-27
1954-05-09,whooping-cough,CA-AB,train,1954-05-16,1954-07-04
1954-05-16,whooping-cough,CA-AB,train,1954-05-23,1954-07-11
1954-05-23,whooping-cough,CA-AB,train,1954-05-30,1954-07-18
1954-05-30,whooping-cough,CA-AB,train,1954-06-06,1954-07-25
1954-06-06,whooping-cough,CA-AB,train,1954-06-13,1954-08-01
1954-06-13,whooping-cough,CA-AB,train,1954-06-20,1954-08-08
1954-06-20,whooping-cough,CA-AB,train,1954-06-27,1954-08-15
1954-06-27,whooping-cough,CA-AB,train,1954-07-04,1954-08-22
1954-07-04,whooping-cough,CA-AB,train,1954-07-11,1954-08-29
